"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute"
"319","Bardu NO Chat 4","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Bardufoss","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"320","Tromsoe Lokal","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","242922 Tromsoe","Group Call","242922","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"321","Tromsoe 242","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"322","Tromsoe NO North","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"323","Tromsoe NO Chat1","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"324","Tromsoe NO Chat2","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"325","Tromsoe NO Chat3","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"326","Tromsoe NO Chat4","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"327","Tromsoe 24295","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"328","Tromsoe 24296","434.80000","432.80000","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","Tromsoe","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"329","Oslo lokal","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","242002 Oslo","Group Call","242002","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"330","Oslo 242","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"331","Oslo Chat 1","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"332","Oslo Chat 2","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"333","Oslo Chat 3","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"334","Oslo Chat 4","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"335","Oslo NO South/E","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"336","Oslo NO Central","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"337","Oslo NO West","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"338","Oslo NO North","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"339","Oslo NO Parrot","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"340","Oslo APRS","434.88750","432.88750","D-Digital","High","12.5K","Off","Off","APRS","Private Call","242999","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"341","Egersund lokal","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","242390 Egersund","Group Call","242390","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"342","Egersund 242","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"343","Egersund Chat 1","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"344","Egersund Chat 2","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"345","Egersund Chat 3","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"346","Egersund Chat 4","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"347","Egersund Parrot","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"348","Egersund South/E","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"349","Egersund Cebtral","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"350","Egersund West","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"351","Egersund North","145.58750","144.98750","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"352","Geilo Lokal","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","242635 Geilo","Group Call","242635","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"353","Geilo 242","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"354","Geilo Chat 1","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"355","Geilo Chat 2","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"356","Geilo Chat 3","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"357","Geilo Chat 4","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"358","Geilo Parrot","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"359","Geilo South/East","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"360","Geilo Central","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"361","Geilo West","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"362","Geilo North","434.65000","432.65000","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"363","Arendal lokal","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","242702 Arendal","Group Call","242702","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"364","Arendal 242","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"365","Arendal Chat 1","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"366","Arendal Chat 2","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"367","Arendal Chat 3","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"368","Arendal Chat 4","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"369","Arendal Parrot","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"370","Arendal South","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"371","Arendal Central","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"372","Arendal West","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"373","Arendal North","434.70000","432.70000","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"374","Kvines lokal","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","242710 Kvines","Group Call","242710","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"375","Kvines 242","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"376","Kvines Chat 1","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"377","Kvines Chat 2","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"378","Kvines Chat 3","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"379","Kvines Chat 4","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"380","Kvines Parrot","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"381","Kvines South","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"382","Kvines Central","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"383","Kvines Cebtral","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"384","Kvines North","145.76250","145.16250","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"385","Sarpsborg lokal","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","242808 Sarpsborg","Group Call","242808","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"386","Sarpsborg 242","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"387","Sarpsborg Chat 1","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"388","Sarpsborg Chat 2","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"389","Sarpsborg Chat 3","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","Norway Chat 3","Group Call","24203","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"390","Sarpsborg Chat 4","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","Norway Chat 4","Group Call","24204","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"391","Sarpsborg Parrot","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","Parrot","Private Call","242997","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"392","Sarpsborg South","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","NO South/East","Group Call","2421","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"393","Sarpsborg Centra","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","NO Central","Group Call","2426","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"394","Sarpsborg West","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","NO West","Group Call","2424","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"395","Sarpsborg North","434.81250","432.81250","D-Digital","High","12.5K","Off","Off","NO North","Group Call","2429","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"396","Sandnessj2 lokal","434.97500","432.97500","D-Digital","High","12.5K","Off","Off","242903 Sandnessj","Group Call","242903","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0"
"397","Sandnessj2 242","434.97500","432.97500","D-Digital","High","12.5K","Off","Off","242 Norway","Group Call","242","Master","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"398","Sandnessj2 Chat1","434.97500","432.97500","D-Digital","High","12.5K","Off","Off","Norway Chat 1","Group Call","24201","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
"399","Sandnessj2 Chat2","434.97500","432.97500","D-Digital","High","12.5K","Off","Off","Norway Chat 2","Group Call","24202","Master","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","255","255","0","0"
